72424|Amazonia Celular S/A, Brazil
72454|PORTO SEGURO TELECOMUNICACOES, Brazil
72415|Sercontel Cel, Brazil
72407|CTBC/Triangulo, Brazil
72419|Vivo S.A./Telemig, Brazil
72403|TIM, Brazil
72402|TIM, Brazil
72404|TIM, Brazil
72437|Unicel do Brasil Telecomunicacoes Ltda, Brazil
72406|Vivo S.A./Telemig, Brazil
72423|Vivo S.A./Telemig, Brazil
72411|Vivo S.A./Telemig, Brazil
72410|Vivo S.A./Telemig, Brazil
348570|Caribbean Cellular, British Virgin Islands
348770|Digicel, British Virgin Islands
348170|LIME, British Virgin Islands
52802|b-mobile, Brunei Darussalam
52811|Datastream (DTSCom), Brunei Darussalam
52801|Telekom Brunei Bhd (TelBru), Brunei Darussalam
28406|BTC Mobile EOOD (vivatel), Bulgaria
28403|BTC Mobile EOOD (vivatel), Bulgaria
28405|Telenor/Cosmo/Globul, Bulgaria
28401|MobilTel AD, Bulgaria
61303|TeleCel, Burkina Faso
61301|TeleMob-OnaTel, Burkina Faso
61302|Airtel/ZAIN/CelTel, Burkina Faso
64202|Africel / Safaris, Burundi
64208|Lumitel/Viettel, Burundi
64203|Onatel / Telecel, Burundi
64207|Smart Mobile / LACELL, Burundi
64282|Spacetel / Econet / Leo, Burundi
64201|Spacetel / Econet / Leo, Burundi
45604|Cambodia Advance Communications Co. Ltd (CADCOMMS), Cambodia
45602|Smart Mobile, Cambodia
45608|Metfone, Cambodia
45618|MFone/Camshin/Cellcard, Cambodia
45601|Mobitel/Cam GSM, Cambodia
45603|QB/Cambodia Adv. Comms., Cambodia
45606|Smart Mobile, Cambodia
45605|Smart Mobile, Cambodia
45609|Sotelco/Beeline, Cambodia
62401|MTN, Cameroon
62404|Nextel, Cameroon
62402|Orange, Cameroon
302652|BC Tel Mobility, Canada
302630|Bell Aliant, Canada
302610|Bell Mobility, Canada
302651|Bell Mobility, Canada
302670|CityWest Mobility, Canada
302360|Clearnet, Canada
302361|Clearnet, Canada
302380|DMTS Mobility, Canada
302710|Globalstar Canada, Canada
302640|Latitude Wireless, Canada
302370|FIDO (Rogers AT&T/ Microcell), Canada
302320|mobilicity, Canada
302702|MT&T Mobility, Canada
302655|MTS Mobility, Canada
302660|MTS Mobility, Canada
302701|NB Tel Mobility, Canada
302703|New Tel Mobility, Canada
302760|Public Mobile, Canada
302657|Quebectel Mobility, Canada
302720|Rogers AT&T Wireless, Canada
302654|Sask Tel Mobility, Canada
302780|Sask Tel Mobility, Canada
302680|Sask Tel Mobility, Canada
302656|Tbay Mobility, Canada
302653|Telus Mobility, Canada
302220|Telus Mobility, Canada
302500|Videotron, Canada
302490|WIND, Canada
62501|CV Movel, Cape Verde
62502|T+ Telecom, Cape Verde
34650|Digicel Cayman Ltd, Cayman Islands
34606|Digicel Ltd., Cayman Islands
346140|LIME / Cable & Wirel., Cayman Islands
62301|Centrafr. Telecom+, Central African Rep.
62304|Nationlink, Central African Rep.
62303|Orange/Celca, Central African Rep.
62302|Telecel Centraf., Central African Rep.
62204|Salam/Sotel, Chad
62202|Tchad Mobile, Chad
62203|Tigo/Milicom/Tchad Mobile, Chad
62201|Airtel/ZAIN/Celtel, Chad
73006|Blue Two Chile SA, Chile
73011|Celupago SA, Chile
73015|Cibeles Telecom SA, Chile
73003|Claro, Chile
73010|Entel Telefonia, Chile
73001|Entel Telefonia Mov, Chile
73014|Netline Telefonica Movil Ltda, Chile
73009|Nextel SA, Chile
73005|Nextel SA, Chile
73004|Nextel SA, Chile
73019|Sociedad Falabella Movil SPA, Chile
73002|TELEFONICA, Chile
73007|TELEFONICA, Chile
73012|Telestar Movil SA, Chile
73000|TESAM SA, Chile
73013|Tribe Mobile SPA, Chile
73008|VTR Banda Ancha SA, Chile
46000|China Mobile GSM, China
46007|China Mobile GSM, China
46002|China Mobile GSM, China
46004|China Space Mobile Satellite Telecommunications Co. Ltd (China Spacecom), China
46005|China Telecom, China
46003|China Telecom, China
46006|China Unicom, China
46001|China Unicom, China
732130|Avantel SAS, Colombia
732102|Movistar, Colombia
732103|TIGO/Colombia Movil, Colombia
73201|TIGO/Colombia Movil, Colombia
732101|Comcel S.A. Occel S.A./Celcaribe, Colombia
73202|Edatel S.A., Colombia
732187|eTb, Colombia
732123|Movistar, Colombia
732111|TIGO/Colombia Movil, Colombia
732142|UNE EPM Telecomunicaciones SA ESP, Colombia
73220|UNE EPM Telecomunicaciones SA ESP, Colombia
732154|Virgin Mobile Colombia SAS, Colombia
65401|HURI - SNPT, Comoros
63090|Africell, Congo, Dem. Rep.
63086|Orange RDC sarl, Congo, Dem. Rep.
63005|SuperCell, Congo, Dem. Rep.
63089|TIGO/Oasis, Congo, Dem. Rep.
63001|Vodacom, Congo, Dem. Rep.
63088|Yozma Timeturns sprl (YTT), Congo, Dem. Rep.
63002|Airtel/ZAIN, Congo, Dem. Rep.
62901|Airtel SA, Congo, Republic
62902|Azur SA (ETC), Congo, Republic
62910|MTN/Libertis, Congo, Republic
62907|Warid, Congo, Republic
54801|Telecom Cook Islands, Cook Islands
71203|Claro, Costa Rica
71202|ICE, Costa Rica
71201|ICE, Costa Rica
71204|Movistar, Costa Rica
71220|Virtualis, Costa Rica
21901|T-Mobile/Cronet, Croatia
21902|Tele2, Croatia
21910|VIPnet d.o.o., Croatia
36801|C-COM, Cuba
36295|EOCG Wireless NV, Curacao
36269|Polycom N.V./ Digicel, Curacao
28010|MTN/Areeba, Cyprus
28020|PrimeTel PLC, Cyprus
28001|Vodafone/CyTa, Cyprus
23008|Compatel s.r.o., Czech Rep.
23002|O2, Czech Rep.
23001|T-Mobile / RadioMobil, Czech Rep.
23005|Travel Telekommunikation s.r.o., Czech Rep.
23004|Ufone, Czech Rep.
23099|Vodafone, Czech Rep.
23003|Vodafone, Czech Rep.
23805|ApS KBUS, Denmark
23823|Banedanmark, Denmark
23828|CoolTEL ApS, Denmark
23806|H3G, Denmark
23812|Lycamobile Ltd, Denmark
23803|Mach Connectivity ApS, Denmark
23807|Mundio Mobile, Denmark
23804|NextGen Mobile Ltd (CardBoardFish), Denmark
23810|TDC Denmark, Denmark
23801|TDC Denmark, Denmark
23877|Telenor/Sonofon, Denmark
23802|Telenor/Sonofon, Denmark
23820|Telia, Denmark
23830|Telia, Denmark
63801|Djibouti Telecom SA (Evatis), Djibouti
366110|C & W, Dominica
36620|Cingular Wireless/Digicel, Dominica
36650|Wireless Ventures (Dominica) Ltd (Digicel Dominica), Dominica
37002|Claro, Dominican Republic
37001|Orange, Dominican Republic
37003|TRIcom, Dominican Republic
37004|Trilogy Dominicana S. A., Dominican Republic
74002|Alegro/Telcsa, Ecuador
74000|MOVISTAR/OteCel, Ecuador
74001|Claro/Porta, Ecuador
60201|Orange/Mobinil, Egypt
60203|ETISALAT, Egypt
60202|Vodafone/Mirsfone, Egypt
70601|CLARO/CTE, El Salvador
70602|Digicel, El Salvador
70605|INTELFON SA de CV, El Salvador
70604|Telefonica, El Salvador
70603|Telemovil, El Salvador
62703|HiTs-GE, Equatorial Guinea
62701|ORANGE/GETESA, Equatorial Guinea
65701|Eritel, Eritrea
24801|EMT GSM, Estonia
24802|Radiolinja Eesti, Estonia
24803|Tele2 Eesti AS, Estonia
24804|Top Connect OU, Estonia
63601|ETH/MTN, Ethiopia
75001|Cable and Wireless South Atlantic Ltd (Falkland Islands, Falkland Islands (Malvinas)
28803|Edge Mobile Sp/F, Faroe Islands
28801|Faroese Telecom, Faroe Islands
28802|Kall GSM, Faroe Islands
54202|DigiCell, Fiji
54201|Vodafone, Fiji
24414|Alands, Finland
24426|Compatel Ltd, Finland
24403|DNA/Finnet, Finland
24413|DNA/Finnet, Finland
24412|DNA/Finnet, Finland
24404|DNA/Finnet, Finland
24421|Elisa/Saunalahti, Finland
24405|Elisa/Saunalahti, Finland
24482|ID-Mobile, Finland
24411|Mundio Mobile (Finland) Ltd, Finland
24409|Nokia Oyj, Finland
24410|TDC Oy Finland, Finland
24491|TeliaSonera, Finland
20827|AFONE SA, France
20892|Association Plate-forme Telecom, France
20828|Astrium, France
20888|Bouygues Telecom, France
20821|Bouygues Telecom, France
20820|Bouygues Telecom, France
20814|Lliad/FREE Mobile, France
20806|GlobalStar, France
20805|GlobalStar, France
20807|GlobalStar, France
20829|Orange, France
20817|Legos - Local Exchange Global Operation Services SA, France
20816|Lliad/FREE Mobile, France
20815|Lliad/FREE Mobile, France
20825|Lycamobile SARL, France
20824|MobiquiThings, France
20803|MobiquiThings, France
20831|Mundio Mobile (France) Ltd, France
20826|NRJ, France
20889|Virgin Mobile/Omer, France
20823|Virgin Mobile/Omer, France
20801|Orange, France
20891|Orange, France
20802|Orange, France
20811|S.F.R., France
20813|S.F.R., France
20810|S.F.R., France
20809|S.F.R., France
20804|SISTEER, France
20800|Tel/Tel, France
20822|Transatel SA, France
34020|Bouygues/DigiCel, French Guiana
34001|Orange Caribe, French Guiana
34002|Outremer Telecom, French Guiana
34011|TelCell GSM, French Guiana
34003|TelCell GSM, French Guiana
54715|Pacific Mobile Telecom (PMT), French Polynesia
54720|Vini/Tikiphone, French Polynesia
62804|Azur/Usan S.A., Gabon
62801|Libertis S.A., Gabon
62802|MOOV/Telecel, Gabon
62803|Airtel/ZAIN/Celtel Gabon S.A., Gabon
60702|Africel, Gambia
60703|Comium, Gambia
60701|Gamcel, Gambia
60704|Q-Cell, Gambia
28201|Geocell Ltd., Georgia
28203|Iberiatel Ltd., Georgia
28202|Magti GSM Ltd., Georgia
28204|MobiTel/Beeline, Georgia
28205|Silknet, Georgia
26217|E-Plus, Germany
26210|DB Netz AG, Germany
262n/a|Debitel, Germany
26277|E-Plus, Germany
26203|E-Plus, Germany
26205|E-Plus, Germany
26212|E-Plus, Germany
26220|E-Plus, Germany
26214|Group 3G UMTS, Germany
26243|Lycamobile, Germany
26213|Mobilcom, Germany
26211|O2, Germany
26208|O2, Germany
26207|O2, Germany
262n/a|Talkline, Germany
26206|T-mobile/Telekom, Germany
26201|T-mobile/Telekom, Germany
26216|Telogic/ViStream, Germany
26209|Vodafone D2, Germany
26204|Vodafone D2, Germany
26202|Vodafone D2, Germany
26242|Vodafone D2, Germany
62004|Expresso Ghana Ltd, Ghana
62007|GloMobile, Ghana
62003|Milicom/Tigo, Ghana
62001|MTN, Ghana
62002|Vodafone, Ghana
62006|Airtel/ZAIN, Ghana
26606|CTS Mobile, Gibraltar
26609|eazi telecom, Gibraltar
26601|Gibtel GSM, Gibraltar
20207|AMD Telecom SA, Greece
20201|Cosmote, Greece
20202|Cosmote, Greece
20214|CyTa Mobile, Greece
20204|Organismos Sidirodromon Ellados (OSE), Greece
20203|OTE Hellenic Telecommunications Organization SA, Greece
20210|Tim/Wind, Greece
20209|Tim/Wind, Greece
20205|Vodafone, Greece
29001|Tele Greenland, Greenland
352110|Cable & Wireless, Grenada
35230|Digicel, Grenada
35250|Digicel, Grenada
34008|Dauphin Telecom SU (Guadeloupe Telecom), Guadeloupe
34010|, Guadeloupe
310370|Docomo, Guam
310470|Docomo, Guam
310140|GTA Wireless, Guam
31033|Guam Teleph. Auth., Guam
31032|IT&E OverSeas, Guam
311250|Wave Runner LLC, Guam
70401|Claro, Guatemala
70403|Telefonica, Guatemala
70402|TIGO/COMCEL, Guatemala
61104|MTN/Areeba, Guinea
61105|Celcom, Guinea
61103|Intercel, Guinea
61101|Orange/Sonatel/Spacetel, Guinea
61102|SotelGui, Guinea
63201|GuineTel, Guinea-Bissau
63203|Orange, Guinea-Bissau
63202|SpaceTel, Guinea-Bissau
73802|Cellink Plus, Guyana
73801|DigiCel, Guyana
37201|Comcel, Haiti
37202|Digicel, Haiti
37203|National Telecom SA (NatCom), Haiti
70840|Digicel, Honduras
70830|HonduTel, Honduras
70801|SERCOM/CLARO, Honduras
70802|Telefonica/CELTEL, Honduras
45413|China Mobile/Peoples, Hongkong, China
45428|China Mobile/Peoples, Hongkong, China
45412|China Mobile/Peoples, Hongkong, China
45409|China Motion, Hongkong, China
45407|China Unicom Ltd, Hongkong, China
45411|China-HongKong Telecom Ltd (CHKTL), Hongkong, China
45401|Citic Telecom Ltd., Hongkong, China
45400|CSL Ltd., Hongkong, China
45418|CSL Ltd., Hongkong, China
45402|CSL Ltd., Hongkong, China
45410|CSL/New World PCS Ltd., Hongkong, China
45414|H3G/Hutchinson, Hongkong, China
45405|H3G/Hutchinson, Hongkong, China
45404|H3G/Hutchinson, Hongkong, China
45403|H3G/Hutchinson, Hongkong, China
45419|HKT/PCCW, Hongkong, China
45420|HKT/PCCW, Hongkong, China
45429|HKT/PCCW, Hongkong, China
45416|HKT/PCCW, Hongkong, China
45447|shared by private TETRA systems, Hongkong, China
45440|shared by private TETRA systems, Hongkong, China
45408|Truephone, Hongkong, China
45417|Vodafone/SmarTone, Hongkong, China
45415|Vodafone/SmarTone, Hongkong, China
45406|Vodafone/SmarTone, Hongkong, China
21601|Pannon/Telenor, Hungary
21630|T-mobile/Magyar, Hungary
21671|UPC Magyarorszag Kft., Hungary
21670|Vodafone, Hungary
27409|Amitelo, Iceland
27407|IceCell, Iceland
27408|Siminn, Iceland
27401|Siminn, Iceland
27411|NOVA, Iceland
27404|VIKING/IMC, Iceland
27405|Vodafone/Tal hf, Iceland
27402|Vodafone/Tal hf, Iceland
27403|Vodafone/Tal hf, Iceland
40433|Aircel, India
40429|Aircel, India
40428|Aircel, India
40425|Aircel, India
40417|Aircel, India
40442|Aircel, India
40401|Aircel Digilink India, India
40415|Aircel Digilink India, India
40460|Aircel Digilink India, India
40553|AirTel, India
40486|Barakhamba Sales & Serv., India
40413|Barakhamba Sales & Serv., India
40438|BSNL, India
40457|BSNL, India
40480|BSNL, India
40473|BSNL, India
40434|BSNL, India
40466|BSNL, India
40455|BSNL, India
40472|BSNL, India
40477|BSNL, India
40464|BSNL, India
40454|BSNL, India
40471|BSNL, India
40476|BSNL, India
40462|BSNL, India
40453|BSNL, India
40459|BSNL, India
40475|BSNL, India
40451|BSNL, India
40458|BSNL, India
40481|BSNL, India
40474|BSNL, India
40410|Bharti Airtel Limited (Delhi), India
40445|Bharti Airtel Limited (Karnataka) (India), India
40479|CellOne A&N, India
40488|Escorts Telecom Ltd., India
40487|Escorts Telecom Ltd., India
40482|Escorts Telecom Ltd., India
40489|Escorts Telecom Ltd., India
40412|Escotel Mobile Communications, India
40419|Escotel Mobile Communications, India
40456|Escotel Mobile Communications, India
40505|Fascel Limited, India
40405|Fascel, India
40470|Hexacom India, India
40416|Hexcom India, India
40424|Idea Cellular Ltd., India
40422|Idea Cellular Ltd., India
40478|Idea Cellular Ltd., India
40407|Idea Cellular Ltd., India
40404|Idea Cellular Ltd., India
40469|Mahanagar Telephone Nigam, India
40468|Mahanagar Telephone Nigam, India
40483|Reliable Internet Services, India
40436|Reliance Telecom Private, India
40452|Reliance Telecom Private, India
40450|Reliance Telecom Private, India
40467|Reliance Telecom Private, India
40418|Reliance Telecom Private, India
40485|Reliance Telecom Private, India
40409|Reliance Telecom Private, India
40441|RPG Cellular, India
40414|Spice, India
40444|Spice, India
40411|Sterling Cellular Ltd., India
40534|TATA / Karnataka, India
40430|Usha Martin Telecom, India
51008|Axis/Natrindo, Indonesia
51099|Esia (PT Bakrie Telecom) (CDMA), Indonesia
51007|Flexi (PT Telkom) (CDMA), Indonesia
51089|H3G CP, Indonesia
51021|Indosat/Satelindo/M3, Indonesia
51001|Indosat/Satelindo/M3, Indonesia
51000|PT Pasifik Satelit Nusantara (PSN), Indonesia
51027|PT Sampoerna Telekomunikasi Indonesia (STI), Indonesia
51028|PT Smartfren Telecom Tbk, Indonesia
51009|PT Smartfren Telecom Tbk, Indonesia
51011|PT. Excelcom, Indonesia
51010|Telkomsel, Indonesia
90113|Antarctica, International Networks
43219|Mobile Telecommunications Company of Esfahan JV-PJS (MTCE), Iran
43270|MTCE, Iran
43235|MTN/IranCell, Iran
43220|Rightel, Iran
43232|Taliya, Iran
43211|MCI/TCI, Iran
43214|TKC/KFZO, Iran
41805|Asia Cell, Iraq
41892|Itisaluna and Kalemat, Iraq
41882|Korek, Iraq
41840|Korek, Iraq
41845|Mobitel (Iraq-Kurdistan) and Moutiny, Iraq
41820|ZAIN/Atheer/Orascom, Iraq
41830|Orascom Telecom, Iraq
41808|Sanatel, Iraq
27204|Access Telecom Ltd., Ireland
27209|Clever Communications Ltd, Ireland
27207|eircom Ltd, Ireland
27205|Three/H3G, Ireland
27211|Tesco Mobile/Liffey Telecom, Ireland
27213|Lycamobile, Ireland
27203|Meteor Mobile Ltd., Ireland
27202|Three/O2/Digifone, Ireland
27201|Vodafone Eircell, Ireland
42514|Alon Cellular Ltd, Israel
42502|Cellcom ltd., Israel
42508|Golan Telekom, Israel
42515|Home Cellular Ltd, Israel
42577|Hot Mobile/Mirs, Israel
42507|Hot Mobile/Mirs, Israel
42501|Orange/Partner Co. Ltd., Israel
42512|Pelephone, Israel
42503|Pelephone, Israel
42516|Rami Levy Hashikma Marketing Communications Ltd, Israel
42519|Telzar/AZI, Israel
22234|BT Italia SpA, Italy
22202|Elsacom, Italy
22208|Fastweb SpA, Italy
22200|Fix Line, Italy
22299|Hi3G, Italy
22277|IPSE 2000, Italy
22235|Lycamobile Srl, Italy
22207|Noverca Italia Srl, Italy
22233|PosteMobile SpA, Italy
22200|Premium Number(s), Italy
22230|RFI Rete Ferroviaria Italiana SpA, Italy
22248|Telecom Italia Mobile SpA, Italy
22243|Telecom Italia Mobile SpA, Italy
22201|TIM, Italy
22210|Vodafone, Italy
22206|Vodafone, Italy
22200|VOIP Line, Italy
22244|WIND (Blu) -, Italy
22288|WIND (Blu) -, Italy
61207|Aircomm SA, Ivory Coast
61202|Atlantik Tel./Moov, Ivory Coast
61204|Comium, Ivory Coast
61201|Comstar, Ivory Coast
61205|MTN, Ivory Coast
61203|Orange, Ivory Coast
61206|OriCell, Ivory Coast
338110|Cable & Wireless, Jamaica
33820|Cable & Wireless, Jamaica
338180|Cable & Wireless, Jamaica
33850|DIGICEL/Mossel, Jamaica
44000|Y-Mobile, Japan
44088|KDDI Corporation, Japan
44050|KDDI Corporation, Japan
44074|KDDI Corporation, Japan
44070|KDDI Corporation, Japan
44089|KDDI Corporation, Japan
44051|KDDI Corporation, Japan
44075|KDDI Corporation, Japan
44056|KDDI Corporation, Japan
44170|KDDI Corporation, Japan
44052|KDDI Corporation, Japan
44076|KDDI Corporation, Japan
44071|KDDI Corporation, Japan
44053|KDDI Corporation, Japan
44077|KDDI Corporation, Japan
44008|KDDI Corporation, Japan
44072|KDDI Corporation, Japan
44054|KDDI Corporation, Japan
44079|KDDI Corporation, Japan
44007|KDDI Corporation, Japan
44073|KDDI Corporation, Japan
44055|KDDI Corporation, Japan
44010|NTT Docomo, Japan
44062|NTT Docomo, Japan
44039|NTT Docomo, Japan
44030|NTT Docomo, Japan
44024|NTT Docomo, Japan
44145|NTT Docomo, Japan
44142|NTT Docomo, Japan
44068|NTT Docomo, Japan
44015|NTT Docomo, Japan
44198|NTT Docomo, Japan
44011|NTT Docomo, Japan
44063|NTT Docomo, Japan
44038|NTT Docomo, Japan
44026|NTT Docomo, Japan
44023|NTT Docomo, Japan
44001|NTT Docomo, Japan
44021|NTT Docomo, Japan
44144|NTT Docomo, Japan
44013|NTT Docomo, Japan
44034|NTT Docomo, Japan
44069|NTT Docomo, Japan
44016|NTT Docomo, Japan
44199|NTT Docomo, Japan
44064|NTT Docomo, Japan
44037|NTT Docomo, Japan
44025|NTT Docomo, Japan
44002|NTT Docomo, Japan
44022|NTT Docomo, Japan
44143|NTT Docomo, Japan
44027|NTT Docomo, Japan
44031|NTT Docomo, Japan
44087|NTT Docomo, Japan
44017|NTT Docomo, Japan
44065|NTT Docomo, Japan
44036|NTT Docomo, Japan
44192|NTT Docomo, Japan
44003|NTT Docomo, Japan
44012|NTT Docomo, Japan
44058|NTT Docomo, Japan
44028|NTT Docomo, Japan
44032|NTT Docomo, Japan
44061|NTT Docomo, Japan
44018|NTT Docomo, Japan
44191|NTT Docomo, Japan
44140|NTT Docomo, Japan
44066|NTT Docomo, Japan
44035|NTT Docomo, Japan
44193|NTT Docomo, Japan
44009|NTT Docomo, Japan
44049|NTT Docomo, Japan
44029|NTT Docomo, Japan
44033|NTT Docomo, Japan
44060|NTT Docomo, Japan
44019|NTT Docomo, Japan
44190|NTT Docomo, Japan
44141|NTT Docomo, Japan
44067|NTT Docomo, Japan
44014|NTT Docomo, Japan
44194|NTT Docomo, Japan
44099|NTT Docomo, Japan
44078|Okinawa Cellular Telephone, Japan
44162|SoftBank Mobile Corp, Japan
44045|SoftBank Mobile Corp, Japan
44020|SoftBank Mobile Corp, Japan
44096|SoftBank Mobile Corp, Japan
44040|SoftBank Mobile Corp, Japan
44163|SoftBank Mobile Corp, Japan
44047|SoftBank Mobile Corp, Japan
44095|SoftBank Mobile Corp, Japan
44041|SoftBank Mobile Corp, Japan
44164|SoftBank Mobile Corp, Japan
44046|SoftBank Mobile Corp, Japan
44097|SoftBank Mobile Corp, Japan
44042|SoftBank Mobile Corp, Japan
44090|SoftBank Mobile Corp, Japan
44165|SoftBank Mobile Corp, Japan
44092|SoftBank Mobile Corp, Japan
44098|SoftBank Mobile Corp, Japan
44043|SoftBank Mobile Corp, Japan
44093|SoftBank Mobile Corp, Japan
44048|SoftBank Mobile Corp, Japan
44006|SoftBank Mobile Corp, Japan
44161|SoftBank Mobile Corp, Japan
44044|SoftBank Mobile Corp, Japan
44094|SoftBank Mobile Corp, Japan
44004|SoftBank Mobile Corp, Japan
44085|KDDI Corporation, Japan
44083|KDDI Corporation, Japan
44086|KDDI Corporation, Japan
44081|KDDI Corporation, Japan
44080|KDDI Corporation, Japan
44084|KDDI Corporation, Japan
44082|KDDI Corporation, Japan
41677|Orange/Petra, Jordan
41603|Umniah Mobile Co., Jordan
41602|Xpress, Jordan
41601|ZAIN /J.M.T.S, Jordan
40101|Beeline/KaR-Tel LLP, Kazakhstan
40107|Dalacom/Altel, Kazakhstan
40102|K-Cell, Kazakhstan
40177|Tele2/NEO/MTS, Kazakhstan
63905|Econet Wireless, Kenya
63907|Orange, Kenya
63902|Safaricom Ltd., Kenya
63903|Airtel/Zain/Celtel Ltd., Kenya
